"time_est","time","est_hour","weekday_est","movement","count1"
"1485815373511","2017/01/30 22:29:33","22","1","0","1"
"1485815667690","2017/01/30 22:34:27","22","1","0","1"
"1485815667698","2017/01/30 22:34:27","22","1","0","1"
"1485815673965","2017/01/30 22:34:33","22","1","0","1"
"1485815673974","2017/01/30 22:34:33","22","1","0","1"
"1485815967764","2017/01/30 22:39:27","22","1","0","1"
"1485815967770","2017/01/30 22:39:27","22","1","0","1"
"1485815974445","2017/01/30 22:39:34","22","1","0","1"
"1485815974451","2017/01/30 22:39:34","22","1","0","1"
"1485816267823","2017/01/30 22:44:27","22","1","0","1"
"1485816267828","2017/01/30 22:44:27","22","1","0","1"
"1485816274917","2017/01/30 22:44:34","22","1","0","1"
"1485816274921","2017/01/30 22:44:34","22","1","0","1"
"1485816567863","2017/01/30 22:49:27","22","1","0","1"
"1485816567871","2017/01/30 22:49:27","22","1","0","1"
"1485816570542","2017/01/30 22:49:30","22","1","0","1"
"1485816570548","2017/01/30 22:49:30","22","1","0","1"
"1485816875230","2017/01/30 22:54:35","22","1","0","1"
"1485816875237","2017/01/30 22:54:35","22","1","0","1"
"1485816877297","2017/01/30 22:54:37","22","1","0","1"
"1485816877303","2017/01/30 22:54:37","22","1","0","1"
"1485817175294","2017/01/30 22:59:35","22","1","0","1"
"1485817175301","2017/01/30 22:59:35","22","1","0","1"
"1485817177853","2017/01/30 22:59:37","22","1","0","1"
"1485817177858","2017/01/30 22:59:37","22","1","0","1"
"1485817475388","2017/01/30 23:04:35","23","1","0","1"
"1485817475402","2017/01/30 23:04:35","23","1","0","1"
"1485817478334","2017/01/30 23:04:38","23","1","0","1"
"1485817478340","2017/01/30 23:04:38","23","1","0","1"
"1485817775422","2017/01/30 23:09:35","23","1","0","1"
"1485817775428","2017/01/30 23:09:35","23","1","0","1"
"1485817778811","2017/01/30 23:09:38","23","1","0","1"
"1485817778818","2017/01/30 23:09:38","23","1","0","1"
"1485818075505","2017/01/30 23:14:35","23","1","0","2"
"1485818075512","2017/01/30 23:14:35","23","1","0","2"
"1485818079273","2017/01/30 23:14:39","23","1","0","2"
"1485818079280","2017/01/30 23:14:39","23","1","0","2"
"1485818375572","2017/01/30 23:19:35","23","1","0","2"
"1485818375577","2017/01/30 23:19:35","23","1","0","2"
"1485818379756","2017/01/30 23:19:39","23","1","0","2"
"1485818379762","2017/01/30 23:19:39","23","1","0","2"
